Serial Number,Date and Time,State,Description,Project
16A0066200,04/20/2024 06:15,Fail,BCP21,ICT4
16A0066201,04/20/2024 06:15,Fail,BCP21,ICT3
16A0066202,04/20/2024 06:16,Fail,BCP21,ICT4
16A0066203,04/20/2024 06:17,Pass,BCP21,ICT1
16A0066204,04/20/2024 06:18,Fail,BCP21,ICT3
16A0066205,04/20/2024 06:19,Pass,BCP21,ICT1
16A0066206,04/20/2024 06:20,Pass,BCP21,ICT3
16A0066207,04/20/2024 06:20,Pass,BCP21,ICT1
16A0066208,04/20/2024 06:21,Fail,BCP21,ICT2
16A0066209,04/20/2024 06:22,Fail,BCP21,ICT1
16A0066210,04/20/2024 06:23,Fail,BCP21,ICT3
16A0066211,04/20/2024 06:24,Fail,BCP21,ICT4
16A0066212,04/20/2024 06:25,Pass,BCP21,ICT1
16A0066213,04/20/2024 06:25,Fail,BCP21,ICT4
16A0066214,04/20/2024 06:26,Fail,BCP21,ICT3
16A0066215,04/20/2024 06:27,Pass,BCP21,ICT1
16A0066216,04/20/2024 06:28,Fail,BCP21,ICT1
16A0066217,04/20/2024 06:29,Fail,BCP21,ICT2
16A0066218,04/20/2024 06:30,Pass,BCP21,ICT2
16A0066219,04/20/2024 06:30,Fail,BCP21,ICT4
16A0066220,04/20/2024 06:31,Fail,BCP21,ICT4
16A0066221,04/20/2024 06:32,Fail,BCP21,ICT4
16A0066222,04/20/2024 06:33,Fail,BCP21,ICT2
16A0066223,04/20/2024 06:34,Fail,BCP21,ICT4
16A0066224,04/20/2024 06:35,Fail,BCP21,ICT4
16A0066225,04/20/2024 06:35,Fail,BCP21,ICT2
16A0066226,04/20/2024 06:36,Pass,BCP21,ICT1
16A0066227,04/20/2024 06:37,Pass,BCP21,ICT4
16A0066228,04/20/2024 06:38,Fail,BCP21,ICT1
16A0066229,04/20/2024 06:39,Fail,BCP21,ICT2
16A0066230,04/20/2024 06:40,Fail,BCP21,ICT1
16A0066231,04/20/2024 06:40,Fail,BCP21,ICT2
16A0066232,04/20/2024 06:41,Pass,BCP21,ICT3
16A0066233,04/20/2024 06:42,Fail,BCP21,ICT3
16A0066234,04/20/2024 06:43,Fail,BCP21,ICT1
16A0066235,04/20/2024 06:44,Fail,BCP21,ICT2
16A0066236,04/20/2024 06:45,Pass,BCP21,ICT3
16A0066237,04/20/2024 06:45,Fail,BCP21,ICT3
16A0066238,04/20/2024 06:46,Pass,BCP21,ICT3
16A0066239,04/20/2024 06:47,Pass,BCP21,ICT4
16A0066240,04/20/2024 06:48,Pass,BCP21,ICT3
16A0066241,04/20/2024 06:49,Pass,BCP21,ICT4
16A0066242,04/20/2024 06:50,Pass,BCP21,ICT1
16A0066243,04/20/2024 06:50,Fail,BCP21,ICT1
16A0066244,04/20/2024 06:51,Pass,BCP21,ICT2
16A0066245,04/20/2024 06:52,Pass,BCP21,ICT4
16A0066246,04/20/2024 06:53,Pass,BCP21,ICT1
16A0066247,04/20/2024 06:54,Fail,BCP21,ICT1
16A0066248,04/20/2024 06:55,Fail,BCP21,ICT2
16A0066249,04/20/2024 06:55,Pass,BCP21,ICT4
16A0066250,04/20/2024 06:56,Pass,BCP21,ICT3
16A0066251,04/20/2024 06:57,Pass,BCP21,ICT1
16A0066252,04/20/2024 06:58,Pass,BCP21,ICT1
16A0066253,04/20/2024 06:59,Fail,BCP21,ICT3
16A0066254,04/20/2024 07:00,Fail,BCP21,ICT2
16A0066255,04/20/2024 07:00,Fail,BCP21,ICT2
16A0066256,04/20/2024 07:01,Fail,BCP21,ICT3
16A0066257,04/20/2024 07:02,Pass,BCP21,ICT3
16A0066258,04/20/2024 07:03,Fail,BCP21,ICT1
16A0066259,04/20/2024 07:04,Pass,BCP21,ICT4
16A0066260,04/20/2024 07:05,Fail,BCP21,ICT1
16A0066261,04/20/2024 07:05,Fail,BCP21,ICT4
16A0066262,04/20/2024 07:06,Fail,BCP21,ICT4
16A0066263,04/20/2024 07:07,Pass,BCP21,ICT3
16A0066264,04/20/2024 07:08,Fail,BCP21,ICT2
16A0066265,04/20/2024 07:09,Pass,BCP21,ICT3
16A0066266,04/20/2024 07:10,Pass,BCP21,ICT2
16A0066267,04/20/2024 07:10,Pass,BCP21,ICT1
16A0066268,04/20/2024 07:11,Pass,BCP21,ICT4
16A0066269,04/20/2024 07:12,Fail,BCP21,ICT3
16A0066270,04/20/2024 07:13,Pass,BCP21,ICT2
16A0066271,04/20/2024 07:14,Fail,BCP21,ICT1
16A0066272,04/20/2024 07:15,Fail,BCP21,ICT2
16A0066273,04/20/2024 07:15,Fail,BCP21,ICT3
16A0066274,04/20/2024 07:16,Pass,BCP21,ICT2
16A0066275,04/20/2024 07:17,Fail,BCP21,ICT4
16A0066276,04/20/2024 07:18,Pass,BCP21,ICT2
16A0066277,04/20/2024 07:19,Fail,BCP21,ICT4
16A0066278,04/20/2024 07:20,Pass,BCP21,ICT3
16A0066279,04/20/2024 07:20,Fail,BCP21,ICT3
16A0066280,04/20/2024 07:21,Pass,BCP21,ICT1
16A0066281,04/20/2024 07:22,Pass,BCP21,ICT3
16A0066282,04/20/2024 07:23,Fail,BCP21,ICT3
16A0066283,04/20/2024 07:24,Pass,BCP21,ICT1
16A0066284,04/20/2024 07:25,Pass,BCP21,ICT1
16A0066285,04/20/2024 07:25,Fail,BCP21,ICT1
16A0066286,04/20/2024 07:26,Pass,BCP21,ICT3
16A0066287,04/20/2024 07:27,Pass,BCP21,ICT3
16A0066288,04/20/2024 07:28,Fail,BCP21,ICT1
16A0066289,04/20/2024 07:29,Fail,BCP21,ICT3
16A0066290,04/20/2024 07:30,Fail,BCP21,ICT1
16A0066291,04/20/2024 07:30,Fail,BCP21,ICT4
16A0066292,04/20/2024 07:31,Pass,BCP21,ICT3
16A0066293,04/20/2024 07:32,Fail,BCP21,ICT4
16A0066294,04/20/2024 07:33,Pass,BCP21,ICT1
16A0066295,04/20/2024 07:34,Fail,BCP21,ICT4
16A0066296,04/20/2024 07:35,Pass,BCP21,ICT2
16A0066297,04/20/2024 07:35,Pass,BCP21,ICT3
16A0066298,04/20/2024 07:36,Pass,BCP21,ICT2
16A0066299,04/20/2024 07:37,Fail,BCP21,ICT2
16A0066300,04/20/2024 07:38,Fail,BCP21,ICT1
16A0066301,04/20/2024 07:39,Fail,BCP21,ICT2
16A0066302,04/20/2024 07:40,Fail,BCP21,ICT1
16A0066303,04/20/2024 07:40,Fail,BCP21,ICT1
16A0066304,04/20/2024 07:41,Fail,BCP21,ICT2
16A0066305,04/20/2024 07:42,Fail,BCP21,ICT3
16A0066306,04/20/2024 07:43,Fail,BCP21,ICT4
16A0066307,04/20/2024 07:44,Pass,BCP21,ICT4
16A0066308,04/20/2024 07:45,Pass,BCP21,ICT2
16A0066309,04/20/2024 07:45,Fail,BCP21,ICT3
16A0066310,04/20/2024 07:46,Fail,BCP21,ICT2
16A0066311,04/20/2024 07:47,Fail,BCP21,ICT4
16A0066312,04/20/2024 07:48,Pass,BCP21,ICT4
16A0066313,04/20/2024 07:49,Pass,BCP21,ICT1
16A0066314,04/20/2024 07:50,Fail,BCP21,ICT3
16A0066315,04/20/2024 07:50,Fail,BCP21,ICT2
16A0066316,04/20/2024 07:51,Fail,BCP21,ICT2
16A0066317,04/20/2024 07:52,Fail,BCP21,ICT4
16A0066318,04/20/2024 07:53,Pass,BCP21,ICT4
16A0066319,04/20/2024 07:54,Pass,BCP21,ICT1
16A0066320,04/20/2024 07:55,Fail,BCP21,ICT1
16A0066321,04/20/2024 07:55,Fail,BCP21,ICT2
16A0066322,04/20/2024 07:56,Fail,BCP21,ICT1
16A0066323,04/20/2024 07:57,Fail,BCP21,ICT2
16A0066324,04/20/2024 07:58,Fail,BCP21,ICT2
16A0066325,04/20/2024 07:59,Pass,BCP21,ICT3
16A0066326,04/20/2024 08:00,Pass,BCP21,ICT4
16A0066327,04/20/2024 08:00,Fail,BCP21,ICT1
16A0066328,04/20/2024 08:01,Fail,BCP21,ICT2
16A0066329,04/20/2024 08:02,Pass,BCP21,ICT3
16A0066330,04/20/2024 08:03,Pass,BCP21,ICT1
16A0066331,04/20/2024 08:04,Pass,BCP21,ICT1
16A0066332,04/20/2024 08:05,Pass,BCP21,ICT1
16A0066333,04/20/2024 08:05,Pass,BCP21,ICT3
16A0066334,04/20/2024 08:06,Pass,BCP21,ICT2
16A0066335,04/20/2024 08:07,Fail,BCP21,ICT4
16A0066336,04/20/2024 08:08,Pass,BCP21,ICT1
16A0066337,04/20/2024 08:09,Fail,BCP21,ICT1
16A0066338,04/20/2024 08:10,Fail,BCP21,ICT2
16A0066339,04/20/2024 08:10,Fail,BCP21,ICT1
16A0066340,04/20/2024 08:11,Fail,BCP21,ICT4
16A0066341,04/20/2024 08:12,Pass,BCP21,ICT3
16A0066342,04/20/2024 08:13,Fail,BCP21,ICT3
16A0066343,04/20/2024 08:14,Pass,BCP21,ICT2
16A0066344,04/20/2024 08:15,Pass,BCP21,ICT4
16A0066345,04/20/2024 08:15,Pass,BCP21,ICT3
16A0066346,04/20/2024 08:16,Pass,BCP21,ICT3
16A0066347,04/20/2024 08:17,Fail,BCP21,ICT1
16A0066348,04/20/2024 08:18,Pass,BCP21,ICT3
16A0066349,04/20/2024 08:19,Fail,BCP21,ICT3
16A0066350,04/20/2024 08:20,Fail,BCP21,ICT3
16A0066351,04/20/2024 08:20,Fail,BCP21,ICT4
16A0066352,04/20/2024 08:21,Pass,BCP21,ICT4
16A0066353,04/20/2024 08:22,Fail,BCP21,ICT1
16A0066354,04/20/2024 08:23,Pass,BCP21,ICT1
16A0066355,04/20/2024 08:24,Pass,BCP21,ICT1
16A0066356,04/20/2024 08:25,Pass,BCP21,ICT1
16A0066357,04/20/2024 08:25,Pass,BCP21,ICT2
16A0066358,04/20/2024 08:26,Pass,BCP21,ICT4
16A0066359,04/20/2024 08:27,Fail,BCP21,ICT2
16A0066360,04/20/2024 08:28,Pass,BCP21,ICT3
16A0066361,04/20/2024 08:29,Pass,BCP21,ICT2
16A0066362,04/20/2024 08:30,Fail,BCP21,ICT3
16A0066363,04/20/2024 08:30,Fail,BCP21,ICT4
16A0066364,04/20/2024 08:31,Fail,BCP21,ICT1
16A0066365,04/20/2024 08:32,Pass,BCP21,ICT3
16A0066366,04/20/2024 08:33,Fail,BCP21,ICT2
16A0066367,04/20/2024 08:34,Pass,BCP21,ICT1
16A0066368,04/20/2024 08:35,Pass,BCP21,ICT4
16A0066369,04/20/2024 08:35,Fail,BCP21,ICT4
16A0066370,04/20/2024 08:36,Fail,BCP21,ICT4
16A0066371,04/20/2024 08:37,Pass,BCP21,ICT4
16A0066372,04/20/2024 08:38,Fail,BCP21,ICT2
16A0066373,04/20/2024 08:39,Pass,BCP21,ICT3
16A0066374,04/20/2024 08:40,Pass,BCP21,ICT2
16A0066375,04/20/2024 08:40,Fail,BCP21,ICT3
16A0066376,04/20/2024 08:41,Pass,BCP21,ICT2
16A0066377,04/20/2024 08:42,Pass,BCP21,ICT3
16A0066378,04/20/2024 08:43,Fail,BCP21,ICT1
16A0066379,04/20/2024 08:44,Pass,BCP21,ICT3
16A0066380,04/20/2024 08:45,Fail,BCP21,ICT3
16A0066381,04/20/2024 08:45,Pass,BCP21,ICT1
16A0066382,04/20/2024 08:46,Pass,BCP21,ICT2
16A0066383,04/20/2024 08:47,Fail,BCP21,ICT4
16A0066384,04/20/2024 08:48,Fail,BCP21,ICT3
16A0066385,04/20/2024 08:49,Pass,BCP21,ICT2
16A0066386,04/20/2024 08:50,Fail,BCP21,ICT3
16A0066387,04/20/2024 08:50,Pass,BCP21,ICT2
16A0066388,04/20/2024 08:51,Pass,BCP21,ICT1
16A0066389,04/20/2024 08:52,Fail,BCP21,ICT4
16A0066390,04/20/2024 08:53,Fail,BCP21,ICT2
16A0066391,04/20/2024 08:54,Pass,BCP21,ICT2
16A0066392,04/20/2024 08:55,Pass,BCP21,ICT4
16A0066393,04/20/2024 08:55,Fail,BCP21,ICT3
16A0066394,04/20/2024 08:56,Pass,BCP21,ICT4
16A0066395,04/20/2024 08:57,Fail,BCP21,ICT3
16A0066396,04/20/2024 08:58,Fail,BCP21,ICT1
16A0066397,04/20/2024 08:59,Fail,BCP21,ICT3
16A0066398,04/20/2024 09:00,Fail,BCP21,ICT2
16A0066399,04/20/2024 09:00,Fail,BCP21,ICT2
16A0066400,04/20/2024 09:01,Pass,BCP21,ICT4
16A0066401,04/20/2024 09:02,Pass,BCP21,ICT1
16A0066402,04/20/2024 09:03,Fail,BCP21,ICT3
16A0066403,04/20/2024 09:04,Pass,BCP21,ICT1
16A0066404,04/20/2024 09:05,Fail,BCP21,ICT2
16A0066405,04/20/2024 09:05,Pass,BCP21,ICT4
16A0066406,04/20/2024 09:06,Fail,BCP21,ICT2
16A0066407,04/20/2024 09:07,Fail,BCP21,ICT4
16A0066408,04/20/2024 09:08,Pass,BCP21,ICT4
16A0066409,04/20/2024 09:09,Pass,BCP21,ICT3
16A0066410,04/20/2024 09:10,Pass,BCP21,ICT3
16A0066411,04/20/2024 09:10,Fail,BCP21,ICT2
16A0066412,04/20/2024 09:11,Fail,BCP21,ICT4
16A0066413,04/20/2024 09:12,Fail,BCP21,ICT2
16A0066414,04/20/2024 09:13,Fail,BCP21,ICT1
16A0066415,04/20/2024 09:14,Fail,BCP21,ICT1
16A0066416,04/20/2024 09:15,Pass,BCP21,ICT2
16A0066417,04/20/2024 09:15,Pass,BCP21,ICT4
16A0066418,04/20/2024 09:16,Pass,BCP21,ICT2
16A0066419,04/20/2024 09:17,Fail,BCP21,ICT4
16A0066420,04/20/2024 09:18,Pass,BCP21,ICT2
16A0066421,04/20/2024 09:19,Fail,BCP21,ICT4
16A0066422,04/20/2024 09:20,Pass,BCP21,ICT3
16A0066423,04/20/2024 09:20,Pass,BCP21,ICT1
16A0066424,04/20/2024 09:21,Pass,BCP21,ICT2
16A0066425,04/20/2024 09:22,Pass,BCP21,ICT4
16A0066426,04/20/2024 09:23,Pass,BCP21,ICT3
16A0066427,04/20/2024 09:24,Pass,BCP21,ICT1
16A0066428,04/20/2024 09:25,Fail,BCP21,ICT1
16A0066429,04/20/2024 09:25,Pass,BCP21,ICT4
16A0066430,04/20/2024 09:26,Pass,BCP21,ICT2
16A0066431,04/20/2024 09:27,Pass,BCP21,ICT1
16A0066432,04/20/2024 09:28,Fail,BCP21,ICT2
16A0066433,04/20/2024 09:29,Pass,BCP21,ICT1
16A0066434,04/20/2024 09:30,Pass,BCP21,ICT1
16A0066435,04/20/2024 09:30,Fail,BCP21,ICT3
16A0066436,04/20/2024 09:31,Fail,BCP21,ICT3
16A0066437,04/20/2024 09:32,Fail,BCP21,ICT1
16A0066438,04/20/2024 09:33,Fail,BCP21,ICT4
16A0066439,04/20/2024 09:34,Fail,BCP21,ICT2
16A0066440,04/20/2024 09:35,Fail,BCP21,ICT4
16A0066441,04/20/2024 09:35,Fail,BCP21,ICT3
16A0066442,04/20/2024 09:36,Pass,BCP21,ICT4
16A0066443,04/20/2024 09:37,Fail,BCP21,ICT3
16A0066444,04/20/2024 09:38,Pass,BCP21,ICT4
16A0066445,04/20/2024 09:39,Fail,BCP21,ICT4
16A0066446,04/20/2024 09:40,Fail,BCP21,ICT3
16A0066447,04/20/2024 09:40,Pass,BCP21,ICT3
16A0066448,04/20/2024 09:41,Pass,BCP21,ICT2
16A0066449,04/20/2024 09:42,Fail,BCP21,ICT3
16A0066450,04/20/2024 09:43,Pass,BCP21,ICT4
16A0066451,04/20/2024 09:44,Fail,BCP21,ICT3
16A0066452,04/20/2024 09:45,Pass,BCP21,ICT3
16A0066453,04/20/2024 09:45,Pass,BCP21,ICT1
16A0066454,04/20/2024 09:46,Pass,BCP21,ICT3
16A0066455,04/20/2024 09:47,Fail,BCP21,ICT4
16A0066456,04/20/2024 09:48,Fail,BCP21,ICT2
16A0066457,04/20/2024 09:49,Pass,BCP21,ICT1
16A0066458,04/20/2024 09:50,Fail,BCP21,ICT1
16A0066459,04/20/2024 09:50,Pass,BCP21,ICT3
16A0066460,04/20/2024 09:51,Fail,BCP21,ICT3
16A0066461,04/20/2024 09:52,Fail,BCP21,ICT1
16A0066462,04/20/2024 09:53,Pass,BCP21,ICT3
16A0066463,04/20/2024 09:54,Fail,BCP21,ICT2
16A0066464,04/20/2024 09:55,Fail,BCP21,ICT1
16A0066465,04/20/2024 09:55,Fail,BCP21,ICT4
16A0066466,04/20/2024 09:56,Fail,BCP21,ICT3
16A0066467,04/20/2024 09:57,Fail,BCP21,ICT2
16A0066468,04/20/2024 09:58,Fail,BCP21,ICT3
16A0066469,04/20/2024 09:59,Fail,BCP21,ICT1
16A0066470,04/20/2024 10:00,Fail,BCP21,ICT4
16A0066471,04/20/2024 10:00,Pass,BCP21,ICT2
16A0066472,04/20/2024 10:01,Fail,BCP21,ICT2
16A0066473,04/20/2024 10:02,Fail,BCP21,ICT1
16A0066474,04/20/2024 10:03,Fail,BCP21,ICT1
16A0066475,04/20/2024 10:04,Pass,BCP21,ICT3
16A0066476,04/20/2024 10:05,Pass,BCP21,ICT1
16A0066477,04/20/2024 10:05,Fail,BCP21,ICT1
16A0066478,04/20/2024 10:06,Pass,BCP21,ICT4
16A0066479,04/20/2024 10:07,Pass,BCP21,ICT2
16A0066480,04/20/2024 10:08,Pass,BCP21,ICT4
16A0066481,04/20/2024 10:09,Fail,BCP21,ICT3
16A0066482,04/20/2024 10:10,Fail,BCP21,ICT4
16A0066483,04/20/2024 10:10,Pass,BCP21,ICT4
16A0066484,04/20/2024 10:11,Fail,BCP21,ICT3
16A0066485,04/20/2024 10:12,Pass,BCP21,ICT2
16A0066486,04/20/2024 10:13,Fail,BCP21,ICT2
16A0066487,04/20/2024 10:14,Pass,BCP21,ICT1
16A0066488,04/20/2024 10:15,Pass,BCP21,ICT4
16A0066489,04/20/2024 10:15,Fail,BCP21,ICT4
16A0066490,04/20/2024 10:16,Pass,BCP21,ICT2
16A0066491,04/20/2024 10:17,Pass,BCP21,ICT2
16A0066492,04/20/2024 10:18,Pass,BCP21,ICT2
16A0066493,04/20/2024 10:19,Pass,BCP21,ICT1
16A0066494,04/20/2024 10:20,Fail,BCP21,ICT3
16A0066495,04/20/2024 10:20,Fail,BCP21,ICT3
16A0066496,04/20/2024 10:21,Pass,BCP21,ICT4
16A0066497,04/20/2024 10:22,Pass,BCP21,ICT4
16A0066498,04/20/2024 10:23,Pass,BCP21,ICT4
16A0066499,04/20/2024 10:24,Fail,BCP21,ICT3
16A0066500,04/20/2024 10:25,Pass,BCP21,ICT1
16A0066501,04/20/2024 10:25,Pass,BCP21,ICT3
16A0066502,04/20/2024 10:26,Fail,BCP21,ICT3
16A0066503,04/20/2024 10:27,Pass,BCP21,ICT3
16A0066504,04/20/2024 10:28,Pass,BCP21,ICT2
16A0066505,04/20/2024 10:29,Pass,BCP21,ICT1
16A0066506,04/20/2024 10:30,Fail,BCP21,ICT3
16A0066507,04/20/2024 10:30,Fail,BCP21,ICT1
16A0066508,04/20/2024 10:31,Fail,BCP21,ICT1
16A0066509,04/20/2024 10:32,Pass,BCP21,ICT1
16A0066510,04/20/2024 10:33,Fail,BCP21,ICT1
16A0066511,04/20/2024 10:34,Fail,BCP21,ICT2
16A0066512,04/20/2024 10:35,Pass,BCP21,ICT1
16A0066513,04/20/2024 10:35,Pass,BCP21,ICT1
16A0066514,04/20/2024 10:36,Fail,BCP21,ICT1
16A0066515,04/20/2024 10:37,Fail,BCP21,ICT1
16A0066516,04/20/2024 10:38,Fail,BCP21,ICT1
16A0066517,04/20/2024 10:39,Fail,BCP21,ICT2
16A0066518,04/20/2024 10:40,Pass,BCP21,ICT4
16A0066519,04/20/2024 10:40,Fail,BCP21,ICT2
16A0066520,04/20/2024 10:41,Fail,BCP21,ICT1
16A0066521,04/20/2024 10:42,Fail,BCP21,ICT1
16A0066522,04/20/2024 10:43,Pass,BCP21,ICT3
16A0066523,04/20/2024 10:44,Fail,BCP21,ICT4
16A0066524,04/20/2024 10:45,Pass,BCP21,ICT3
16A0066525,04/20/2024 10:45,Fail,BCP21,ICT4
16A0066526,04/20/2024 10:46,Fail,BCP21,ICT4
16A0066527,04/20/2024 10:47,Pass,BCP21,ICT2
16A0066528,04/20/2024 10:48,Pass,BCP21,ICT2
16A0066529,04/20/2024 10:49,Fail,BCP21,ICT4
16A0066530,04/20/2024 10:50,Fail,BCP21,ICT2
16A0066531,04/20/2024 10:50,Fail,BCP21,ICT3
16A0066532,04/20/2024 10:51,Fail,BCP21,ICT1
16A0066533,04/20/2024 10:52,Fail,BCP21,ICT2
16A0066534,04/20/2024 10:53,Pass,BCP21,ICT2
16A0066535,04/20/2024 10:54,Fail,BCP21,ICT4
16A0066536,04/20/2024 10:55,Fail,BCP21,ICT1
16A0066537,04/20/2024 10:55,Fail,BCP21,ICT1
16A0066538,04/20/2024 10:56,Pass,BCP21,ICT4
16A0066539,04/20/2024 10:57,Fail,BCP21,ICT1
16A0066540,04/20/2024 10:58,Fail,BCP21,ICT1
16A0066541,04/20/2024 10:59,Fail,BCP21,ICT1
16A0066542,04/20/2024 11:00,Fail,BCP21,ICT3
16A0066543,04/20/2024 11:00,Fail,BCP21,ICT4
16A0066544,04/20/2024 11:01,Pass,BCP21,ICT1
16A0066545,04/20/2024 11:02,Fail,BCP21,ICT4
16A0066546,04/20/2024 11:03,Fail,BCP21,ICT1
16A0066547,04/20/2024 11:04,Pass,BCP21,ICT1
16A0066548,04/20/2024 11:05,Pass,BCP21,ICT1
16A0066549,04/20/2024 11:05,Pass,BCP21,ICT4
16A0066550,04/20/2024 11:06,Pass,BCP21,ICT3
16A0066551,04/20/2024 11:07,Fail,BCP21,ICT2
16A0066552,04/20/2024 11:08,Pass,BCP21,ICT3
16A0066553,04/20/2024 11:09,Fail,BCP21,ICT1
16A0066554,04/20/2024 11:10,Pass,BCP21,ICT2
16A0066555,04/20/2024 11:10,Fail,BCP21,ICT4
16A0066556,04/20/2024 11:11,Pass,BCP21,ICT4
16A0066557,04/20/2024 11:12,Fail,BCP21,ICT1
16A0066558,04/20/2024 11:13,Fail,BCP21,ICT4
16A0066559,04/20/2024 11:14,Fail,BCP21,ICT1
16A0066560,04/20/2024 11:15,Fail,BCP21,ICT1
16A0066561,04/20/2024 11:15,Fail,BCP21,ICT4
16A0066562,04/20/2024 11:16,Fail,BCP21,ICT3
16A0066563,04/20/2024 11:17,Fail,BCP21,ICT2
16A0066564,04/20/2024 11:18,Fail,BCP21,ICT3
16A0066565,04/20/2024 11:19,Fail,BCP21,ICT4
16A0066566,04/20/2024 11:20,Pass,BCP21,ICT2
16A0066567,04/20/2024 11:20,Pass,BCP21,ICT2
16A0066568,04/20/2024 11:21,Fail,BCP21,ICT4
16A0066569,04/20/2024 11:22,Pass,BCP21,ICT1
16A0066570,04/20/2024 11:23,Pass,BCP21,ICT2
16A0066571,04/20/2024 11:24,Pass,BCP21,ICT4
16A0066572,04/20/2024 11:25,Fail,BCP21,ICT2
16A0066573,04/20/2024 11:25,Fail,BCP21,ICT2
16A0066574,04/20/2024 11:26,Fail,BCP21,ICT2
16A0066575,04/20/2024 11:27,Fail,BCP21,ICT3
16A0066576,04/20/2024 11:28,Fail,BCP21,ICT3
16A0066577,04/20/2024 11:29,Fail,BCP21,ICT4
16A0066578,04/20/2024 11:30,Fail,BCP21,ICT1
16A0066579,04/20/2024 11:30,Pass,BCP21,ICT1
16A0066580,04/20/2024 11:31,Fail,BCP21,ICT3
16A0066581,04/20/2024 11:32,Pass,BCP21,ICT4
16A0066582,04/20/2024 11:33,Pass,BCP21,ICT1
16A0066583,04/20/2024 11:34,Fail,BCP21,ICT2
16A0066584,04/20/2024 11:35,Pass,BCP21,ICT3
16A0066585,04/20/2024 11:35,Fail,BCP21,ICT4
16A0066586,04/20/2024 11:36,Pass,BCP21,ICT1
16A0066587,04/20/2024 11:37,Pass,BCP21,ICT2
16A0066588,04/20/2024 11:38,Fail,BCP21,ICT2
16A0066589,04/20/2024 11:39,Pass,BCP21,ICT4
16A0066590,04/20/2024 11:40,Pass,BCP21,ICT1
16A0066591,04/20/2024 11:40,Fail,BCP21,ICT4
16A0066592,04/20/2024 11:41,Fail,BCP21,ICT1
16A0066593,04/20/2024 11:42,Pass,BCP21,ICT3
16A0066594,04/20/2024 11:43,Pass,BCP21,ICT4
16A0066595,04/20/2024 11:44,Pass,BCP21,ICT2
16A0066596,04/20/2024 11:45,Fail,BCP21,ICT4
16A0066597,04/20/2024 11:45,Fail,BCP21,ICT4
16A0066598,04/20/2024 11:46,Pass,BCP21,ICT3
16A0066599,04/20/2024 11:47,Pass,BCP21,ICT1
16A0066600,04/20/2024 11:48,Fail,BCP21,ICT4
16A0066601,04/20/2024 11:49,Pass,BCP21,ICT3
16A0066602,04/20/2024 11:50,Fail,BCP21,ICT2
16A0066603,04/20/2024 11:50,Fail,BCP21,ICT1
16A0066604,04/20/2024 11:51,Fail,BCP21,ICT3
16A0066605,04/20/2024 11:52,Pass,BCP21,ICT4
16A0066606,04/20/2024 11:53,Pass,BCP21,ICT2
16A0066607,04/20/2024 11:54,Fail,BCP21,ICT2
16A0066608,04/20/2024 11:55,Pass,BCP21,ICT1
16A0066609,04/20/2024 11:55,Pass,BCP21,ICT1
16A0066610,04/20/2024 11:56,Fail,BCP21,ICT3
16A0066611,04/20/2024 11:57,Pass,BCP21,ICT1
16A0066612,04/20/2024 11:58,Fail,BCP21,ICT4
16A0066613,04/20/2024 11:59,Pass,BCP21,ICT2
16A0066614,04/20/2024 12:00,Fail,BCP21,ICT4
16A0066615,04/20/2024 12:00,Pass,BCP21,ICT4
16A0066616,04/20/2024 12:01,Pass,BCP21,ICT4
16A0066617,04/20/2024 12:02,Pass,BCP21,ICT3
16A0066618,04/20/2024 12:03,Pass,BCP21,ICT2
16A0066619,04/20/2024 12:04,Pass,BCP21,ICT4
16A0066620,04/20/2024 12:05,Fail,BCP21,ICT4
16A0066621,04/20/2024 12:05,Fail,BCP21,ICT3
16A0066622,04/20/2024 12:06,Pass,BCP21,ICT2
16A0066623,04/20/2024 12:07,Fail,BCP21,ICT2
16A0066624,04/20/2024 12:08,Fail,BCP21,ICT1
16A0066625,04/20/2024 12:09,Fail,BCP21,ICT2
16A0066626,04/20/2024 12:10,Pass,BCP21,ICT2
16A0066627,04/20/2024 12:10,Fail,BCP21,ICT1
16A0066628,04/20/2024 12:11,Fail,BCP21,ICT3
16A0066629,04/20/2024 12:12,Pass,BCP21,ICT2
16A0066630,04/20/2024 12:13,Fail,BCP21,ICT1
16A0066631,04/20/2024 12:14,Pass,BCP21,ICT1
16A0066632,04/20/2024 12:15,Fail,BCP21,ICT3
16A0066633,04/20/2024 12:15,Fail,BCP21,ICT4
16A0066634,04/20/2024 12:16,Pass,BCP21,ICT2
16A0066635,04/20/2024 12:17,Pass,BCP21,ICT4
16A0066636,04/20/2024 12:18,Pass,BCP21,ICT2
16A0066637,04/20/2024 12:19,Pass,BCP21,ICT3
16A0066638,04/20/2024 12:20,Fail,BCP21,ICT3
16A0066639,04/20/2024 12:20,Pass,BCP21,ICT3
16A0066640,04/20/2024 12:21,Fail,BCP21,ICT4
16A0066641,04/20/2024 12:22,Pass,BCP21,ICT3
16A0066642,04/20/2024 12:23,Pass,BCP21,ICT4
16A0066643,04/20/2024 12:24,Fail,BCP21,ICT4
16A0066644,04/20/2024 12:25,Fail,BCP21,ICT3
16A0066645,04/20/2024 12:25,Fail,BCP21,ICT3
16A0066646,04/20/2024 12:26,Pass,BCP21,ICT3
16A0066647,04/20/2024 12:27,Fail,BCP21,ICT4
16A0066648,04/20/2024 12:28,Pass,BCP21,ICT1
16A0066649,04/20/2024 12:29,Pass,BCP21,ICT3
